Program,Program Type,Academic Year,App Cycle,Preferred Pronouns,Itinerary Start,Location,Country,Student Cumulative GPA,Major,College
Exchange Bilateral Australia: La Trobe University,Exchange,,Academic Year 2007,,,,Australia,,,
Exchange Bilateral Australia: University of New England,Exchange,,Academic Year 2007,,,,Australia,,,
Exchange Bilateral Germany: University of Bonn,Exchange,,Academic Year 2007,,09/01/2007,"Bonn, Germany",Germany,,,
Exchange Bilateral Germany: University of Bonn,Exchange,,Academic Year 2007,,09/01/2007,"Bonn, Germany",Germany,,,
Exchange Bilateral Japan: International Christian University,Exchange,,Academic Year 2007,,09/03/2007,"Tokyo, Japan",Japan,,,
Exchange Bilateral Japan: Kansai Gaidai University,Exchange,,Academic Year 2007,,,,Japan,,,
Exchange Bilateral Japan: Nihon University,Exchange,,Academic Year 2007,,,,Japan,,,
Exchange ISEP Spain: Universidad Alfonso X el Sabio,Exchange,,Academic Year 2007,,,,Spain,,,
Exchange Bilateral Wales: Aberystwyth University,Exchange,,Academic Year 2007,,09/24/2007,"Aberystwyth, United Kingdom",United Kingdom,,,
Exchange Bilateral Wales: Aberystwyth University,Exchange,,Academic Year 2007,,09/24/2007,"Aberystwyth, United Kingdom",United Kingdom,,,
Exchange Bilateral Wales: Swansea University,Exchange,,Academic Year 2007,,09/22/2007,"Swansea, United Kingdom",United Kingdom,,,
Exchange Bilateral France: IEP Bordeaux,Exchange,,Academic Year 2007,,,,France,,,
Exchange Bilateral France: IEP Lille,Exchange,,Academic Year 2007,,,,France,,,
Exchange Bilateral Scotland: University of Stirling,Exchange,,Academic Year 2007,,,,United Kingdom,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2011,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2011,,,,USA,,,
Exchange Bilateral Japan: Kansai Gaidai University,Exchange,,Academic Year 2012,,,,Japan,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2012,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2012,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2015,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2016,,01/09/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2016,,01/09/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2016,,01/09/2017,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2016,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2017,,08/21/2017,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2017,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2018,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Academic Year 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Academic Year 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Academic Year 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Academic Year 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Academic Year 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Academic Year 2022,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Academic Year 2022,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,22 - 23,Academic Year 2022,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Academic Year 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Academic Year 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Academic Year 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Academic Year 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Academic Year 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Academic Year 2024,he/him/his,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Academic Year 2024,she/her/hers,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Calendar Year 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Calendar Year 2016,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Calendar Year 2016,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Calendar Year 2020,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Calendar Year 2020,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Calendar Year 2020,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22 22 - 23 ,Calendar Year 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22 22 - 23 ,Calendar Year 2022,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,21 - 22 22 - 23 ,Calendar Year 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23 23 - 24,Calendar Year 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Calendar Year 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Calendar Year 2024,she/her/hers,,,USA,,,
Exchange Bilateral Australia: University of the Sunshine Coast,Exchange,,Fall 2007,,,,Australia,,,
Exchange ISEP France: Université de Nantes,Exchange,,Fall 2007,,,,France,,,
Exchange Bilateral Denmark: Copenhagen Business School,Exchange,,Fall 2007,,,,Denmark,,,
Exchange Bilateral Germany: Constructor University Bremen,Exchange,,Fall 2007,,,,Germany,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2009,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2009,,,,USA,,,
Incoming Exchange Bilateral (Graduate): Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2010,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2010,,,,USA,,,
"API Spain, Barcelona: Universitat Autònoma de Barcelona - Semester Business and Liberal Arts",Provider,,Fall 2011,,,,Spain,,,
Incoming Exchange Bilateral (Graduate): Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2011,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2012,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2013,,,,USA,,,
Semester at Sea: Multi-destination Semester or Summer Voyage,Provider,,Fall 2014,,,,On Ship,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2014,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2015,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2015,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2015,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2015,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2015,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2016,,08/22/2016,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2016,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2016,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2016,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2017,,08/21/2017,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2018,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,,Fall 2019,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,21 - 22,Fall 2021,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,22 - 23,Fall 2022,she/her/hers,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,22 - 23,Fall 2022,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/él,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/ella,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/ella,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/ella,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/él,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,23 - 24,Fall 2023,she/her/hers,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,23 - 24,Fall 2023,she/they,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,23 - 24,Fall 2023,she/her/hers,,,USA,,,
Incoming Exchange ISEP: Various,Incoming,23 - 24,Fall 2023,they/them/theirs,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,he/him/él,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/ella,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/hers,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,he/him/his,,,USA,,,
Incoming Exchange Bilateral: Various,Incoming,,Fall 2024,she/her/hers,,,USA,,,
