Program,Program Type,Academic Year,App Cycle,Preferred Pronouns,Itinerary Start,Location,Country,Student Cumulative GPA,Major,College
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2014,,,,Unknown,3.520,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2014,,,,Unknown,3.700,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2014,,,,Unknown,3.010,Education,
"CEA-CAPA Czech Republic, Prague: Full Curriculum at Anglo-American University",Provider,,Spring 2016,,,,Czech Republic,3.830,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2016,,01/11/2016,"Stuttgart, Germany",Germany,3.360,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2016,,01/11/2016,"Stuttgart, Germany",Germany,3.550,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2016,,01/11/2016,"Stuttgart, Germany",Germany,3.120,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2016,,01/11/2016,"Stuttgart, Germany",Germany,3.290,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2016,,01/11/2016,"Stuttgart, Germany",Germany,3.720,Education,
"SAI Italy, Florence: Florence University of the Arts",Provider,,Spring 2017,,01/24/2017,"Florence, Italy",Italy,3.980,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2018,,,,Unknown,3.350,Education,
WSU College of Education: Student Teaching Abroad,Faculty Led,,Spring 2018,,,,Unknown,3.110,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2011,,06/10/2011,"Iwakuni, Japan",Japan,3.610,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2011,,06/11/2011,"Iwakuni, Japan",Japan,3.880,Education,
Semester at Sea: Multi-destination Semester or Summer Voyage,Provider,,Summer 2011,,06/17/2011,"Various, Various",On Ship,3.920,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2011,,05/23/2011,"Pearl Harbor, HI, United States",United States,3.450,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2012,,06/10/2012,"Ramstein-Miesenbach, Germany",Germany,3.880,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2012,,06/10/2012,"Stuttgart, Germany",Germany,3.610,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2012,,06/01/2012,"Iwakuni, Japan",Japan,3.450,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2012,,06/16/2012,"Daegu, South Korea",South Korea,3.930,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2012,,06/01/2012,"Rota, Spain",Spain,3.460,Education,
Faculty-Led American Samoa: Education in Samoa,Faculty Led,,Summer 2012,,,,American Samoa,3.940,Education,
Faculty-Led American Samoa: Education in Samoa,Faculty Led,,Summer 2012,,,,American Samoa,3.490,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,06/08/2013,"Stuttgart, Germany",Germany,3.450,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,06/09/2013,"Vicenza, Italy",Italy,3.940,Education,
"SAI Italy, Florence: Florence University of the Arts",Provider,,Summer 2013,,,,Italy,3.380,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,06/08/2013,"Okinawa, Japan",Japan,3.450,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,06/08/2013,"Tokyo, Japan",Japan,3.460,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,06/07/2013,"Zushi, Japan",Japan,3.760,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,05/19/2013,"O'ahu, HI, United States",United States,3.880,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,05/20/2013,"O'ahu, HI, United States",United States,3.690,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,05/20/2013,"O'ahu, HI, United States",United States,3.930,Education,
Camp Adventure Various: Summer Experience*,Provider,,Summer 2013,,06/23/2013,"Bellville, South Africa; Bamako, Mali; Arusha, Tanzania; Antananarivo, Madagascar; Alice, South Africa; Addis Ababa, Ethiopia; Accra, Ghana; Mombasa, Kenya; Legon, Ghana; Mount Kilamanjaro, Tanzania; KwaZulu-Natal, South Africa; Makhanda, South Africa; Kampala, Uganda; Johannesburg, South Africa; Gaborone, Botswana; Fort Dauphin, Madagascar; Durban, South Africa; Dschang, Cameroon; Cape Town, South Africa; Cape Coast, Ghana; Dar es Salaam, Tanzania; Dakar, Senegal; Viña del Mar, Chile; Tunis, Tunisia; Mount Kilimanjaro, Kenya; Nairobi, Kenya; Pietermaritzburg, South Africa; Rabat, Morocco; Stone Town, Tanzania; Stellenbosch, South Africa; Saint-Denis, Réunion; Gqeberha, South Africa; Bangkok, Thailand; Bangalore, India; Beijing, China; Yantai, China; Antofagasta, Chile; Buenos Aires, Argentina; Shanghai, China; Harbin, China; Hanoi, Vietnam; Hangzhou, China; Hong Kong, China; Ho Chi Minh City, Vietnam; Manila, Philippines; Kunming, China; Kyoto, Japan; Kolkata, India; Kathmandu, Nepal; Khon Kaen, Thailand; Chengdu, China; Chiang Mai, Thailand; Daegu, South Korea; Beppu, Japan; Hirakata, Japan; Jaipur, India; Hiroshima, Japan; Hyderabad, India; Dharamshala, India; Delhi, India; Siem Reap, Cambodia; Spiti Valley, India; Singapore, Singapore; Taipei, Taiwan; Suwon, South Korea; Tokyo, Japan; Nanjing, China; Pokhara, Nepal; Nagoya, Japan; Osaka, Japan; New Delhi, India; Seoul, South Korea; Brighton, United Kingdom; Brig, Switzerland; Bremen, Germany; Braunschweig, Germany; Bordeaux, France; Bonn, Germany; Bonaire, Bonaire, Saint Eustatius and Saba; Ulaanbaatar, Mongolia; Ubud, Indonesia; Barcelona, Spain; Bangor, United Kingdom; Chambéry, France; Canterbury, United Kingdom; Cannes, France; Cambridge, United Kingdom; Caen, France; Cádiz, Spain; Coleraine, United Kingdom; Colchester, United Kingdom; Copenhagen, Denmark; Bodø, Norway; Chester, United Kingdom; Bluche, Switzerland; Bloomsbury, United Kingdom; Blagoevgrad, Bulgaria; Bilbao, Spain; Bielefeld, Germany; Besançon, France; Budapest, Hungary; Brussels, Belgium; Brno, Czech Republic; Bristol, United Kingdom; Berlin, Germany; Bern, Switzerland; Belfast, United Kingdom; Katterbach Kaserne, Germany; Yokohama, Japan; Wiesbaden, Germany; Apra Harbor, Guam; Uruma, Japan; Uijeongbu, South Korea; Zama, Japan; Baumholder, Germany; Varna, Bulgaria; Thun, Switzerland; Yokosuka, Japan; Zürich, Switzerland; Alexandria, Egypt; Stockholm, Sweden; Wuxi, China; Bali, Indonesia; Marigat, Kenya; Chennai, India; Serdang, Malaysia; Trollhättan, Sweden; Kalmar, Sweden; Mishima, Japan; Vestfold, Norway; Schweinfurt, Germany; Antibes, France; Ginowan, Japan; Brescia, Italy; Vicenza, Italy; Vilseck, Germany; Catania, Italy; Thessaloniki, Greece; Macau, China; Kaiserslautern, Germany; Groningen, Netherlands; Bradford, United Kingdom; Kyiv, Ukraine; Ávila, Spain; Aleppo, Syria; Valladolid, Spain; Bumthang District, Bhutan; Nagasaki, Japan; Saint-Denis, France; Mallorca, Spain; Essen, Germany; Kingston upon Thames, United Kingdom; Newcastle, United Kingdom; Sintra, Portugal; Porto, Portugal; Fes, Morocco; Kamena Vourla, Greece; Gulu, Uganda; Zanzibar, Tanzania; Nyon, Switzerland; Podgorica, Montenegro; Niš, Serbia; Yaoundé, Cameroon; Kumasi, Ghana; Iwakuni, Japan; Stuttgart, Germany; Ansbach, Germany; Yongsan, South Korea; Ramstein-Miesenbach, Germany; Landstuhl, Germany; Atsugi, Japan; Fairford, United Kingdom; Heidelberg, Germany; Liverpool, United Kingdom; Aviano, Italy; St. Gallen, Switzerland; Munich, Germany; Rhodes, Greece; Dijon, France; Phnom Penh, Cambodia; Vientiane, Laos; Varanasi, India; Delft, Netherlands; Pune, India; Mumbai, India; Livorno, Italy; Naples, Italy; Yokota, Japan; Truttikon, Switzerland; Cairo, Egypt; Sasebo, Japan; Okinawa, Japan; Lilongwe, Malawi; Kiyafungo, Kenya; Istanbul, Turkiye; Kuching, Malaysia; Blumenau, Brazil; Phuket, Thailand; Cardiff, United Kingdom; Busan, South Korea; Meknes, Morocco; Logroño, Spain; Jaén, Spain; Cáceres, Spain; Córdoba, Spain; Grafenwöhr, Germany; Cupar, United Kingdom; Skopje, Macedonia; Bouveret, Switzerland; Lugano, Switzerland; Sophia Antipolis, France; Uppsala, Sweden; Lakenheath, United Kingdom; Carlow, Ireland; Agios Konstantinos, Greece; Kerala, India; Kottayam, India; Bamberg, Germany; Rota, Spain; Kusadasi, Turkiye; Jakar, Bhutan; Girona, Spain; Taormina, Italy; Bergen, Norway; Zacapa, Guatemala; Paros Island, Greece; Antigua, Guatemala; Anjeong-ri, South Korea; Kisumu, Kenya; Baku, Azerbaijan; Bedulu, Indonesia; Chongqing, China; Blantyre, Malawi; Gdansk, Poland; Moyo Hill Camp, Tanzania; Ahmedabad, India; San Jose del Monte, Philippines; Puducherry, India; Bodh Gaya, India; Taichung City, Taiwan; Vilnius, Lithuania; Perak, Malaysia; Jakarta, Indonesia; Avignon, France; Kilimanjaro Bush Camp, Kenya; Segovia, Spain; Manipal, India; Crete, Greece; Rotterdam, Netherlands; Khajuraho, India; Agra, India; Lijiang, China; Croughton, United Kingdom; Illesheim, Germany; Morón Air Base, Spain; Vogelweh, Germany; San Gemini, Italy; Garmisch-Partenkirchen, Germany; Negishi, Japan; Tallinn, Estonia; Bangui, Central African Republic; Kawagoe, Japan; Udaipur, India; Colombo, Sri Lanka; St. Petersburg, Russia; Saint-Étienne, France; Valencia, Spain; Utrecht, Netherlands; Urbino, Italy; St. Andrews, United Kingdom; Seville, Spain; Siena, Italy; Riga, Latvia; Reykjavik, Iceland; Rennes, France; Reading, United Kingdom; Prague, Czech Republic; Tilburg, Netherlands; The Hague, Netherlands; Wroclaw, Poland; Warsaw, Poland; Västerås, Sweden; Växjö, Sweden; Tuscania, Italy; Turku, Finland; Viterbo, Italy; Pavia, Italy; Pau, France; Plymouth, United Kingdom; Örebro, Sweden; Perugia, Italy; Nantes, France; Murcia, Spain; Msida, Malta; Moscow, Russia; Oslo, Norway; Oxford, United Kingdom; Oulu, Finland; Santiago de Compostela, Spain; Nottingham, United Kingdom; Norwich, United Kingdom; Nijmegen, Netherlands; Nicosia, Cyprus; Nice, France; Pamplona, Spain; Palma, Spain; Rome, Italy; Santander, Spain; San Sebastián, Spain; Salzburg, Austria; Salamanca, Spain; Ankara, Turkiye; Various, Various; Lucerne, Switzerland; Antwerp, Belgium; Various, Tanzania; Various, Kenya; Cluj-Napoca, Romania; Sorrento, Italy; Stirling, United Kingdom; Sunderland, United Kingdom; Yaroslavl, Russia; Zagreb, Croatia; York, United Kingdom; Amman, Jordan; Tbilisi, Georgia; Tartu, Estonia; Swansea, United Kingdom; Syracuse, Italy; Tampere, Finland; Trieste, Italy; Trier, Germany; Toulouse, France; Villeneuve-d'Ascq, France; Villeurbanne, France; Toledo, Spain; Vienna, Austria; Venice, Italy; Vigo, Spain; Nantong, China; Suzhou, China; Xitang, China; Ibadan, Nigeria; Como, Italy; Ioannina, Greece; Sicily, Italy; Xi'an, China; Various, Germany; Bologna, Italy; Glion, Switzerland; Cairns, Australia; Frankfurt, Germany; Strasbourg, France; Kigali, Rwanda; Ifrane, Morocco; Tonlé Sap, Cambodia; Can Tho, Vietnam; Armidale, Australia; Apia, Samoa; Auckland, New Zealand; Adelaide, Australia; Bendigo, Australia; Brisbane, Australia; Newtownabbey, United Kingdom; Galway, Ireland; Geneva, Switzerland; Graz, Austria; Granada, Spain; Glasgow, United Kingdom; Giessen, Germany; Leysin, Switzerland; Leiden, Netherlands; Kraków, Poland; Grenoble, France; Limerick, Ireland; Lille, France; Lisbon, Portugal; Linz, Austria; Marbella, Spain; Málaga, Spain; Maynooth, Ireland; Marburg, Germany; Manchester, United Kingdom; Kuopio, Finland; Paris, France; Pushchino, Russia; Milan, Italy; Montpellier, France; Londonderry, United Kingdom; London, United Kingdom; Lyngby, Denmark; Lüneburg, Germany; Luleå, Sweden; Madrid, Spain; Maastricht, Netherlands; Florence, Italy; Ferrara, Italy; Espoo, Finland; Eichstätt, Germany; Egham, United Kingdom; Edinburgh, United Kingdom; Fribourg, Switzerland; Freiburg im Breisgau, Germany; Frederiksberg, Denmark; Coventry, United Kingdom; County Clare, Ireland; Cork, Ireland; Debrecen, Hungary; Dublin, Ireland; Dortmund, Germany; Jyväskylä, Finland; Jordanstown, United Kingdom; Joensuu, Finland; Karlstad, Sweden; Leeds, United Kingdom; Lecce, Italy; Le Mans, France; Le Havre, France; Lausanne-Dorigny, Switzerland; Lappeenranta, Finland; Athens, Greece; Ballyvaughan, Ireland; Bailrigg, United Kingdom; Amsterdam, Netherlands; Amiens, France; Almería, Spain; Arles, France; Angers, France; Lancaster, United Kingdom; Lancashire, United Kingdom; Heslington, United Kingdom; Huddinge, Sweden; Huddersfield, United Kingdom; Hanover, Germany; Helsinki, Finland; Åbo, Finland; Aberystwyth, United Kingdom; Aberdeen, United Kingdom; Aarhus, Denmark; Aalborg, Denmark; Alicante, Spain; Aix-en-Provence, France; Alcalá de Henares, Spain; Manama, Bahrain; Whanganui, New Zealand; Various, New Zealand; Vancouver, Canada; Tijuana, Mexico; Tegucigalpa, Honduras; Sunshine Coast, Australia; Greater Sudbury, Canada; Sucre, Bolivia; North Stradbroke Island, Australia; Savai'i, Samoa; Santarém, Brazil; Santa Cruz, Chile; Santa Cruz de la Sierra, Bolivia; San Pedro Garza García, Mexico; San Luis, Costa Rica; San Juan, Puerto Rico; San Juan del Sur, Nicaragua; San Isidro de El General, Costa Rica; San Salvador, El Salvador; Regina, Canada; Recife, Brazil; Quetzaltenango, Guatemala; Puerto Vallarta, Mexico; Tamarindo, Costa Rica; Pearl Harbor, HI, United States; Patagonia, Argentina; Paraná, Brazil; Panama City, FL, United States; Orpheus Island, Australia; Orange Walk, Belize; Ontario, Canada; Oaxaca, Mexico; O'ahu, HI, United States; Novo Hamburgo, Brazil; Nouméa, New Caledonia; Mayagüez, Puerto Rico; Bogotá, Colombia; Bethlehem, West Bank; Belmopan, Belize; Belém, Brazil; Beirut, Lebanon; Be'er Sheva, Israel; San Carlos de Bariloche, Argentina; Bahía de Magdalena, Mexico; Pullman, WA, United States; Arica, Chile; Ayacucho, Peru; Fortaleza, Brazil; Irbid, Jordan; Sharjah, United Arab Emirates; La Paz, Bolivia; Key West, FL, United States; Kauai, HI, United States; Jalisco, Mexico; Magnetic Island, Australia; La Serena, Chile; Marathon, FL, United States; Ilhéus, Brazil; Heron Island, Australia; Hagåtña, Guam; Concepción, Chile; Coffs Harbour, Australia; Cochabamba, Bolivia; Cali, Colombia; Caño Palma Biological Station, Costa Rica; Heredia, Costa Rica; Managua, Nicaragua; Guatemala City, Guatemala; Havana, Cuba; Byron Bay, Australia; Atherton, Australia; Canterbury, New Zealand; Mexico City, Mexico; Kingston, Jamaica; Saint David Parish, Dominica; Hamilton, New Zealand; Rockhampton, Australia; Launceston, Australia; Hobart, Australia; Hervey Bay, Australia; Palmerston North, New Zealand; Toowoomba, Australia; North Ryde, Australia; Geelong, Australia; Various, Australia; Rotorua, New Zealand; Queensland, Australia; Wellington, New Zealand; Townsville, Australia; Dunedin, New Zealand; Iquitos, Peru; Mendoza, Argentina; Mildura, Australia; South Caicos Island, Turks & Caicos Islands; Pointe-à-Pitre, Guadeloupe; Coquimbo, Chile; Córdoba, Argentina; Doha, Qatar; Santo Domingo, Dominican Republic; Guayaquil, Ecuador; Galápagos Islands, Ecuador; Florianópolis, Brazil; Panama City, Panama; Santiago de Querétaro, Mexico; San Joaquín de Flores, Costa Rica; Puntarenas, Costa Rica; Atenas, Costa Rica; Bocas del Toro, Panama; Dubai, United Arab Emirates; Valparaíso, Chile; Kamloops, Canada; Puebla, Mexico; Guadalajara, Mexico; Rio de Janeiro, Brazil; Lima, Peru; Guanajuato, Mexico; Monterrey, Mexico; Mérida, Mexico; Manaus, Brazil; Campinas, Brazil; Curitiba, Brazil; Kuala Lumpur, Malaysia; Lamu, Kenya; Savoie, France; Vitoria-Gasteiz, Spain; Burgos, Spain; Manyara, Tanzania; Lyon, France; Cuernavaca, Mexico; Gold Coast, Australia; Cusco, Peru; Puerto Lopez, Ecuador; Toronto, Canada; Ottawa, Canada; São Paulo, Brazil; Veracruz, Mexico; Otavalo, Ecuador; Quito, Ecuador; Great Barrier Reef, Australia; Darwin, Australia; Christchurch, New Zealand; Warrnambool, Australia; Lismore, Australia; Pago Pago, American Samoa; Fraser Coast, Australia; Melbourne, Australia; Coral Bay, Australia; Sydney, Australia; Wollongong, Australia; Canberra, Australia; Newcastle, Australia; Perth, Australia",Unknown,2.770,Education,
